,id,tweet_text,sentiment_analisado,tweet_date,query_used
0,1040000000000000000,"Jair Bolsonaro tem ‘nítida melhora clínica’, diz novo boletim de hospital",pos,Sun Sep 09 13:30:59 +0000 2018,veja
1,1040000000000000000,Bolsonaro passou meia hora sentado e andou por cinco minutos,pos,Sat Sep 08 22:23:50 +0000 2018,veja
2,1040000000000000000,Polícia Federal anuncia mais segurança para os presidenciáveis,pos,Sat Sep 08 22:00:21 +0000 2018,veja
3,1040000000000000000,Espanha vence Inglaterra de virada pela Liga das Nações,pos,Sat Sep 08 21:02:53 +0000 2018,veja
4,1040000000000000000,Onde provar os melhores doces de Curitiba,pos,Tue Sep 04 15:50:42 +0000 2018,veja
5,1040000000000000000,Cia do Chopp tem o melhor atendimento da capital,pos,Mon Sep 03 15:37:54 +0000 2018,veja
6,1040000000000000000,A melhor pizzaria curitibana é a Avenida Paulista Pizzeria,pos,Sat Sep 01 03:00:22 +0000 2018,veja
7,1040000000000000000,Veja Comer &amp; Beber 2018: os melhores endereços gastronômicos de Curitiba,pos,Fri Aug 31 20:15:49 +0000 2018,veja
8,1040000000000000000,Os melhores restaurantes de comida brasileira de Curitiba,pos,Tue Sep 04 20:25:34 +0000 2018,veja
9,1040000000000000000,O melhor brasileiro/regional é a Oficina do Sabor,pos,Mon Sep 03 17:21:28 +0000 2018,veja
10,1040000000000000000,O melhor bolo de rolo de Recife é da Casa dos Frios,pos,Mon Sep 03 14:58:32 +0000 2018,veja
11,1040000000000000000,Nomade é o melhor restaurante da cidade,pos,Sat Sep 01 03:00:33 +0000 2018,veja
12,1040000000000000000,Chocolate: veja os melhores endereços da categoria em Curitiba,pos,Tue Sep 04 15:31:24 +0000 2018,veja
13,1040000000000000000,Peruano Gastronomia &amp; Cultura é o melhor bom e barato de Curitiba,pos,Mon Sep 03 19:54:52 +0000 2018,veja
14,1040000000000000000,Ponte Nova garante prêmio de melhor variado/contemporâneo,pos,Mon Sep 03 17:35:59 +0000 2018,veja
15,1040000000000000000,Kaffe Torrefação e Treinamento prepara o melhor café da cidade,pos,Mon Sep 03 15:13:06 +0000 2018,veja
16,1040000000000000000,Swadisht é o melhor restaurante oriental de Curitiba,pos,Sat Sep 01 03:00:53 +0000 2018,veja
17,1040000000000000000,Mercearia Fantinato serve a melhor carne de onça de Curitiba,pos,Sat Sep 01 03:00:27 +0000 2018,veja
18,1040000000000000000,Bargaço leva como melhor cozinha de peixes e frutos do mar,pos,Mon Sep 03 17:27:20 +0000 2018,veja
19,1040000000000000000,A melhor carta de cervejas de Recife é do BeerDock,pos,Mon Sep 03 15:43:04 +0000 2018,veja
20,1040000000000000000,Veja Comer &amp; Beber 2018: os melhores endereços gastronômicos de Recife,pos,Mon Sep 03 17:56:07 +0000 2018,veja
21,1040000000000000000,Romeo Giulietta é eleita a melhor sorveteria,pos,Mon Sep 03 15:27:34 +0000 2018,veja
22,1040000000000000000,Fábrica Gourmet Hamburgueria tem o melhor hambúrguer de Curitiba,pos,Sat Sep 01 03:00:56 +0000 2018,veja
23,1040000000000000000,Os melhores bares da categoria ‘variados’ de Curitiba,pos,Tue Sep 04 19:03:26 +0000 2018,veja
24,1040000000000000000,Confira uma seleção com os melhores botecos da cidade,pos,Tue Sep 04 18:19:04 +0000 2018,veja
25,1040000000000000000,As melhores padarias da cidade,pos,Tue Sep 04 16:05:00 +0000 2018,veja
26,1040000000000000000,A melhor pizzaria da cidade é a Tomaselli,pos,Mon Sep 03 17:31:24 +0000 2018,veja
27,1040000000000000000,Central é eleita como a melhor cozinha de bar da cidade,pos,Mon Sep 03 15:48:19 +0000 2018,veja
28,1040000000000000000,Bacio di Latte: a melhor sorveteria e a melhor novidade de Curitiba,pos,Sat Sep 01 03:01:02 +0000 2018,veja
29,1040000000000000000,Padaria: Prestinaria é a melhor da categoria em Curitiba,pos,Sat Sep 01 03:00:25 +0000 2018,veja
30,1040000000000000000,Confira os melhores restaurantes italianos de Curitiba,pos,Tue Sep 04 21:06:24 +0000 2018,veja
31,1040000000000000000,Douro In serve o melhor menu executivo de Recife,pos,Mon Sep 03 17:40:38 +0000 2018,veja
32,1040000000000000000,Galo Padeiro: conheça a melhor padaria da cidade,pos,Mon Sep 03 15:22:57 +0000 2018,veja
33,1040000000000000000,Cuidar melhor do solo pode desacelerar o aquecimento global,pos,Sun Sep 02 14:23:08 +0000 2018,veja
34,1040000000000000000,A melhor carta de cervejas de Curitiba é do HoP’n Roll Brewpub,pos,Sat Sep 01 03:00:56 +0000 2018,veja
35,1040000000000000000,La Varenne é o melhor restaurante variado/contemporâneo da cidade,pos,Sat Sep 01 03:00:20 +0000 2018,veja
36,1040000000000000000,Onde encontrar os melhores cafés de Curitiba,pos,Tue Sep 04 15:06:14 +0000 2018,veja
37,1040000000000000000,Dom Black é a melhor hamburgueria de Recife,pos,Mon Sep 03 15:18:11 +0000 2018,veja
38,1040000000000000000,BarBaran é eleito o melhor boteco da cidade,pos,Sat Sep 01 03:00:52 +0000 2018,veja
39,1040000000000000000,Venda Armazém e Boteco prepara a melhor cozinha de bar,pos,Sat Sep 01 03:00:30 +0000 2018,veja
40,1040000000000000000,Veja onde encontrar os melhores sanduíches de Curitiba,pos,Tue Sep 04 16:28:11 +0000 2018,veja
41,1040000000000000000,A melhor novidade de Recife é a Docecleta,pos,Mon Sep 03 15:32:56 +0000 2018,veja
42,1040000000000000000,A melhor doceria de Curitiba é a Caramelodrama,pos,Sat Sep 01 03:00:48 +0000 2018,veja
43,1040000000000000000,Rause Café + Vinho é eleito o melhor café de Curitiba,pos,Sat Sep 01 03:00:10 +0000 2018,veja
44,1040000000000000000,O melhor italiano de Curitiba é o Barolo Trattoria,pos,Sat Sep 01 03:01:00 +0000 2018,veja
45,1040000000000000000,A melhor happy hour de Curitiba é da Botanique,pos,Sat Sep 01 03:00:46 +0000 2018,veja
46,1040000000000000000,Badida Carnes Nobres prepara a melhor carne de Curitiba,pos,Sat Sep 01 03:00:23 +0000 2018,veja
47,1040000000000000000,O croata Luka Modric é eleito o melhor jogador da Europa,pos,Thu Aug 30 17:51:29 +0000 2018,veja
48,1030000000000000000,Cristiano Ronaldo agradece pelos votos em gol mais bonito da Europa,pos,Tue Aug 28 13:45:50 +0000 2018,veja
49,1030000000000000000,6 filmes sobre o fim do mundo melhores que ‘Próxima Parada: Apocalipse’,pos,Fri Aug 24 16:59:12 +0000 2018,veja
50,1040000000000000000,Os melhores cafés coloniais de Curitiba,pos,Tue Sep 04 14:32:21 +0000 2018,veja
51,1030000000000000000,A leveza otimista da MPB de Mahmundi,pos,Sat Aug 18 13:01:04 +0000 2018,veja
52,1030000000000000000,"Sem Messi e Neymar, Uefa define finalistas a melhor jogador da temporada",pos,Mon Aug 20 18:04:13 +0000 2018,veja
53,1030000000000000000,Tite revela votos para melhor do mundo e conversa com Gabriel Jesus,pos,Fri Aug 17 18:13:47 +0000 2018,veja
54,1030000000000000000,Cade e CVM criam grupo de trabalho para melhorar troca de informações,pos,Fri Aug 17 00:22:57 +0000 2018,veja
55,1030000000000000000,"Arrecadação do governo sobe 12,83% e tem melhor resultado em 7 anos",pos,Thu Aug 23 14:27:27 +0000 2018,veja
56,1030000000000000000,O movimento no Instagram que está rompendo a vitrine do corpo perfeito Veja em:,pos,Wed Aug 15 17:04:39 +0000 2018,veja
57,1030000000000000000,Uefa anuncia indicados ao prêmio de melhores por posição da Champions 2018,pos,Thu Aug 09 18:54:39 +0000 2018,veja
58,1030000000000000000,Angélica e Eliana se divertem com gafe de Alckmin: ‘Não é de hoje’,pos,Wed Aug 08 18:10:34 +0000 2018,veja
59,1030000000000000000,EUA debatem legalidade de armas feitas em impressoras 3D,pos,Wed Aug 08 10:00:13 +0000 2018,veja
60,1030000000000000000,Ações do Magazine Luiza disparam após melhor resultado dos últimos 5 anos,pos,Tue Aug 07 16:12:01 +0000 2018,veja
61,1040000000000000000,"Bolsonaro apresenta nítida melhora clínica, diz boletim médico",pos,Sun Sep 09 14:06:57 +0000 2018,g1
62,1030000000000000000,Deyverson é expulso – e depois celebra troféu de melhor em campo,pos,Fri Aug 03 13:26:29 +0000 2018,veja
63,1040000000000000000,Papelão de Serena ofusca título da incrível Osaka no Aberto dos EUA,pos,Sat Sep 08 23:13:03 +0000 2018,folha
64,1030000000000000000,"Tarifas alfandegárias ‘funcionam muito melhor’ que o previsto, diz Trump",pos,Sat Aug 04 23:33:34 +0000 2018,veja
65,1020000000000000000,Melhor com o passar dos anos? Tom Cruise lidera bilheterias americanas,pos,Sun Jul 29 20:04:22 +0000 2018,veja
66,1030000000000000000,Novato de 40 anos: Buffon solta a voz em trote no PSG e diverte Neymar,pos,Thu Aug 02 15:46:26 +0000 2018,veja
67,1020000000000000000,EUA proíbem manuais para impressão 3D de armas,pos,Wed Aug 01 13:08:22 +0000 2018,veja
68,1020000000000000000,"‘Estou em tratamento, mas muito melhor’, diz Simaria sobre tuberculose",pos,Wed Aug 01 15:33:33 +0000 2018,veja
69,1020000000000000000,"A saga ‘Missão Impossível’, do melhor ao pior filme",pos,Fri Jul 27 13:15:19 +0000 2018,veja
70,1020000000000000000,‘Os Incríveis 2’ ultrapassa a marca de 1 bilhão de dólares em bilheteria,pos,Tue Jul 31 21:50:50 +0000 2018,veja
71,1020000000000000000,"Arrecadação de junho é a melhor desde 2015, diz Receita",pos,Tue Jul 24 15:13:38 +0000 2018,veja
72,1020000000000000000,"Recuperado de hemorragia cerebral, Alex Ferguson agradece fãs e médicos",pos,Thu Jul 26 19:51:36 +0000 2018,veja
73,1020000000000000000,VEJA é eleita a melhor revista de assuntos gerais em 2017,pos,Wed Jul 25 23:41:59 +0000 2018,veja
74,1020000000000000000,"Sem Tite, Fifa divulga 11 concorrentes ao prêmio de melhor técnico",pos,Tue Jul 24 13:11:44 +0000 2018,veja
75,1020000000000000000,Neymar fica entre os 10 melhores – em torneio de pôquer,pos,Wed Jul 25 12:23:57 +0000 2018,veja
76,1020000000000000000,Saiba qual é o melhor horário do dia para se exercitar,pos,Wed Jul 25 18:08:27 +0000 2018,veja
77,1020000000000000000,Concurso premia melhores fotos de drone,pos,Wed Jul 25 15:17:52 +0000 2018,veja
78,1020000000000000000,"Sem Neymar, Fifa divulga lista de 10 concorrentes a melhor do mundo",pos,Tue Jul 24 14:12:42 +0000 2018,veja
79,1040000000000000000,"É melhor não ter filhos, mas quem não tem não sabe a felicidade que é viver os dias com eles",pos,Sun Sep 09 14:34:02 +0000 2018,folha
